,0,1,Match,prediction
513,planned parenthood federation of america,pifizer inc,0,0
514,planned parenthood federation of america,national education association,0,0
515,planned parenthood federation of america,national association for the advancement of colored people legal defense and educational fund inc,0,0
516,planned parenthood federation of america,sheet metal workers international association,0,0
517,planned parenthood federation of america,california teachers assoc,0,0
518,planned parenthood federation of america,national association of independent insurance,0,0
519,planned parenthood federation of america,trout unlimited bellevue-issaquah chapte,0,0
520,planned parenthood federation of america,the augusta chronicle,0,0
521,planned parenthood federation of america,national association of independent insurers,0,0
522,planned parenthood federation of america,california bankers assoc,0,0
523,planned parenthood federation of america,american consulting engineers council,0,0
524,planned parenthood federation of america,cadwalader wickersham  taft,0,0
525,planned parenthood federation of america,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
526,planned parenthood federation of america,american civil liberties union,0,0
527,planned parenthood federation of america,vietnam veterns of america,0,0
528,planned parenthood federation of america,georgia real estate investors association inc,0,0
529,planned parenthood federation of america,campaign for tobacco free kids,0,0
530,planned parenthood federation of america,att services inc,0,0
531,planned parenthood federation of america,"the pepsi bottling group, inc",0,0
532,planned parenthood federation of america,national association for the advancement of colored people,0,0
533,planned parenthood federation of america,american consulting engineers coun,0,0
534,planned parenthood federation of america,naral pro choice oregon,0,0
535,planned parenthood federation of america,augusta chronicle,0,0
536,planned parenthood federation of america,winstar communications inc,0,0
537,planned parenthood federation of america,national association of chairug stores,0,0
538,planned parenthood federation of america,at&t services inc,0,0
539,planned parenthood federation of america,national coalition of 100 black women,0,0
540,planned parenthood federation of america,campaign for tobacco-free kids,0,0
541,planned parenthood federation of america,dell computers corp,0,0
542,planned parenthood federation of america,dell computer corp,0,0
543,planned parenthood federation of america,pfizer inc,0,0
544,planned parenthood federation of america,natl automatic merchandising assoc,0,0
545,planned parenthood federation of america,lutherans concerned,0,0
546,planned parenthood federation of america,cadwalader wickersham & taft llp,0,0
547,planned parenthood federation of america,naral pro-choice oreogn,0,0
548,planned parenthood federation of america,william morris agency inc,0,0
549,common cause,vietnam veterans of america,0,0
550,common cause,american family association inc,0,0
551,common cause,the san francisco aids foundation,0,0
552,common cause,americans united for separation of church & state,0,0
553,common cause,"planned parenthood,",0,0
554,common cause,american federation of state county and municipal employees,0,0
555,common cause,winstar communications llc,0,1
556,common cause,JPMORGAN CHASE BANK NA,0,0
557,common cause,planned parenthood federation of america,0,0
558,common cause,common cause,1,1
559,common cause,lutherans concerned north america,0,0
560,common cause,aphilip randolph institute,0,0
561,common cause,council of state government,0,0
562,common cause,california bankers association,0,0
563,common cause,public affairs council,0,0
564,common cause,NATIONAL EDUCATION ASSOCIATION,0,0
565,common cause,san francisco aids foundation,0,0
566,common cause,"american ethicare, inc",0,0
567,common cause,pepsi bottling group inc,0,0
568,common cause,califoria teachers association,0,0
569,common cause,agua claiente band of cahuilla indians,0,0
570,common cause,agua caliente band of cahuilla indians,0,0
571,common cause,planned parenthood federation of america inc,0,0
572,common cause,sheet metal workers international assoc pal,0,0
573,common cause,coalition of 100 black women,0,0
574,common cause,pifizer inc,0,0
575,common cause,national education association,0,0
576,common cause,national association for the advancement of colored people legal defense and educational fund inc,0,0
577,common cause,sheet metal workers international association,0,0
578,common cause,california teachers assoc,0,0
579,common cause,national association of independent insurance,0,0
580,common cause,trout unlimited bellevue-issaquah chapte,0,0
581,common cause,the augusta chronicle,0,0
582,common cause,national association of independent insurers,0,0
583,common cause,california bankers assoc,0,0
584,common cause,american consulting engineers council,0,0
585,common cause,cadwalader wickersham  taft,0,0
586,common cause,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
587,common cause,american civil liberties union,0,0
588,common cause,vietnam veterns of america,0,0
589,common cause,georgia real estate investors association inc,0,0
590,common cause,campaign for tobacco free kids,0,0
591,common cause,att services inc,0,0
592,common cause,"the pepsi bottling group, inc",0,0
593,common cause,national association for the advancement of colored people,0,0
594,common cause,american consulting engineers coun,0,0
595,common cause,naral pro choice oregon,0,0
596,common cause,augusta chronicle,0,1
597,common cause,winstar communications inc,0,1
598,common cause,national association of chairug stores,0,0
599,common cause,at&t services inc,0,0
600,common cause,national coalition of 100 black women,0,0
601,common cause,campaign for tobacco-free kids,0,0
602,common cause,dell computers corp,0,0
603,common cause,dell computer corp,0,0
604,common cause,pfizer inc,0,0
605,common cause,natl automatic merchandising assoc,0,0
606,common cause,lutherans concerned,0,0
607,common cause,cadwalader wickersham & taft llp,0,0
608,common cause,naral pro-choice oreogn,0,0
609,common cause,william morris agency inc,0,0
610,lutherans concerned north america,vietnam veterans of america,0,1
611,lutherans concerned north america,american family association inc,0,0
612,lutherans concerned north america,the san francisco aids foundation,0,0
613,lutherans concerned north america,americans united for separation of church & state,0,0
614,lutherans concerned north america,"planned parenthood,",0,0
615,lutherans concerned north america,american federation of state county and municipal employees,0,0
